,i,ppron,pronoun,negemo,adverb,anger,bio,cogmech,conj,sad,swear,affect,body,present,discrep,relativ,article,preps,posemo,space,time,funct,leisure,achieve,relig,social,incl,motion,we,auxverb
009d96a823b6f6c085c092fb177491f6,0.024041036047462022,0.03911952876187255,0.05851018855161918,0.006848735943180857,0.018516952735266764,0.002423832473718328,0.0103153800625687,0.06130041430624841,0.023251881288576984,0.0013528367295172065,0.0008173388574166455,0.027986809841887207,0.0032411713311349738,0.03153800625686987,0.006820551844649249,0.0569318790338491,0.02153265127814887,0.04244525238860235,0.020997153406048307,0.021222626194301174,0.025985738846143008,0.19692229644034837,0.004537639863588963,0.005721372001916519,0.0012401003353907725,0.034863729883599676,0.017558693385192073,0.008145204475634847,0.003072066739945323,0.024717454412220626
00c69df4ec41f61da30ed2874b9fbfaf,0.018115942028985508,0.043478260869565216,0.06521739130434782,0.007246376811594203,0.014492753623188406,0.007246376811594203,0.0036231884057971015,0.07246376811594203,0.014492753623188406,0.0,0.0036231884057971015,0.025362318840579712,0.0,0.03260869565217391,0.018115942028985508,0.036231884057971016,0.018115942028985508,0.021739130434782608,0.018115942028985508,0.0036231884057971015,0.028985507246376812,0.18115942028985507,0.0,0.014492753623188406,0.0036231884057971015,0.06884057971014493,0.007246376811594203,0.0036231884057971015,0.0,0.021739130434782608
011679a3ae49998801ada93d822b7302,0.031027425296766272,0.04134261154318461,0.058043389275480965,0.009005321326238231,0.021121571837904217,0.0022103970528039294,0.011133851821530904,0.0492836676217765,0.02177650429799427,0.0031109291854277527,0.0007367990176013098,0.029881293491608677,0.0026197298403602127,0.0356938190749079,0.005321326238231682,0.06942284076954564,0.017683176422431435,0.044371674171101105,0.019893573475235366,0.020630372492836675,0.03749488334015555,0.19312320916905446,0.009496520671305771,0.0042570609905853455,0.0009823986901350797,0.024969300040933277,0.015227179697093737,0.009905853458862055,0.0017191977077363897,0.025542365943512075
013df2d13511f23adefe80a3347911dc,0.031205673758865248,0.03829787234042553,0.05106382978723404,0.01276595744680851,0.024113475177304965,0.00851063829787234,0.019858156028368795,0.04113475177304964,0.009929078014184398,0.0,0.00425531914893617,0.03546099290780142,0.014184397163120567,0.04397163120567376,0.00425531914893617,0.059574468085106386,0.024113475177304965,0.04113475177304964,0.02269503546099291,0.02269503546099291,0.032624113475177303,0.1829787234042553,0.00425531914893617,0.0028368794326241137,0.0,0.028368794326241134,0.005673758865248227,0.00425531914893617,0.0,0.02553191489361702
01530624766b3be63c7709c6581c335d,0.03519072986740288,0.048567095695454365,0.07135357934440253,0.011004393980635378,0.021619940117432047,0.003771824085235447,0.01108216354940312,0.06182680717035424,0.019792355251390132,0.0027997044756386826,0.001127658747132247,0.02885251001283198,0.0047050589104483415,0.03519072986740288,0.008282459073764436,0.04261772368472217,0.016914881206983708,0.03433526461095773,0.01753703775712564,0.015826107244235332,0.01987012482015787,0.1969903176886884,0.005288330676206401,0.004549519772912859,0.0015553913753548238,0.025819496830890073,0.01053777656802893,0.005832717657580588,0.0007776956876774119,0.02760819691254812
01cb2ebb310b2d88bcf8a4f5faf6ab60,0.012690901269090126,0.022800602280060228,0.036351903635190363,0.011400301140030114,0.021725102172510218,0.004302000430200043,0.011615401161540116,0.05248440524844052,0.021510002151000216,0.0021510002151000217,0.0017208001720800173,0.03807270380727038,0.004086900408690041,0.03097440309744031,0.005377500537750054,0.07377930737793074,0.02301570230157023,0.05420520542052054,0.026672402667240268,0.0301140030114003,0.03204990320499032,0.1901484190148419,0.007743600774360078,0.008388900838890084,0.001290600129060013,0.028393202839320283,0.017853301785330178,0.010324801032480103,0.0017208001720800173,0.028393202839320283
022e61eafebe3d5cb81993105337a05f,0.01399825021872266,0.04286964129483815,0.06824146981627296,0.010498687664041995,0.013123359580052493,0.008748906386701663,0.00699912510936133,0.06824146981627296,0.020122484689413824,0.0,0.0017497812773403325,0.02537182852143482,0.003499562554680665,0.02099737532808399,0.00699912510936133,0.04286964129483815,0.026246719160104987,0.04374453193350831,0.014873140857392825,0.019247594050743656,0.013123359580052493,0.2099737532808399,0.009623797025371828,0.004374453193350831,0.00699912510936133,0.045494313210848646,0.023622047244094488,0.009623797025371828,0.008748906386701663,0.026246719160104987
02e23ec1c20e1c1ff45201c9a64f0756,0.013283844500879077,0.03164680601680016,0.05196327407696816,0.011134987302207463,0.016604805626098847,0.003125610470795077,0.007618675522563001,0.05919124829068177,0.01758155889822231,0.003125610470795077,0.0013674545809728462,0.027153740965032234,0.0019535065442469234,0.029302598163703848,0.004493065051767923,0.05567493651103731,0.031256104707950774,0.043953897245555776,0.01504200039070131,0.02109787067786677,0.02598163703848408,0.20824379761672202,0.0035163117796444617,0.008009376831412385,0.0017581558898222308,0.03418636452432116,0.012111740574330924,0.007032623559288923,0.004493065051767923,0.02852119554600508
03b6072a243347cf634eee1018be408d,0.03207306711979609,0.045029736618521665,0.05883602378929482,0.016779949022939677,0.02017841971112999,0.0076465590484282074,0.015717926932880204,0.05076465590484282,0.0118946474086661,0.004885301614273577,0.003610875106202209,0.034409515717926935,0.007009345794392523,0.036321155480033986,0.005734919286321156,0.05203908241291419,0.018691588785046728,0.03887000849617672,0.017417162276975363,0.021240441801189464,0.02506372132540357,0.1913763806287171,0.006796941376380629,0.002548853016142736,0.0014868309260832626,0.022514868309260833,0.009770603228547154,0.004248088360237893,0.002336448598130841,0.032497875955819884
03e6c4eca4269c183fa0e1780f73faba,0.01768172888015717,0.03339882121807466,0.047151277013752456,0.012770137524557957,0.01669941060903733,0.003929273084479371,0.014734774066797643,0.05795677799607073,0.0275049115913556,0.004911591355599214,0.0009823182711198428,0.030451866404715127,0.005893909626719057,0.03831041257367387,0.0019646365422396855,0.05992141453831041,0.025540275049115914,0.04911591355599214,0.01768172888015717,0.0275049115913556,0.019646365422396856,0.2043222003929273,0.003929273084479371,0.0009823182711198428,0.0019646365422396855,0.030451866404715127,0.022593320235756387,0.009823182711198428,0.003929273084479371,0.029469548133595286
044f5651b920abc718440c0b19534fc3,0.012295081967213115,0.03551912568306011,0.0546448087431694,0.00819672131147541,0.01092896174863388,0.00273224043715847,0.01366120218579235,0.05874316939890711,0.01912568306010929,0.00273224043715847,0.0,0.03278688524590164,0.00546448087431694,0.025956284153005466,0.00273224043715847,0.06420765027322405,0.020491803278688523,0.056010928961748634,0.02459016393442623,0.025956284153005466,0.036885245901639344,0.19398907103825136,0.00273224043715847,0.004098360655737705,0.004098360655737705,0.03961748633879782,0.01366120218579235,0.001366120218579235,0.001366120218579235,0.020491803278688523
0467ce1e63e2a48da92e1ff53f052829,0.024957841483979764,0.03777403035413154,0.06205733558178752,0.004384485666104553,0.01821247892074199,0.002360876897133221,0.008431703204047217,0.06374367622259697,0.027318718381112984,0.0,0.0003372681281618887,0.025295109612141653,0.002360876897133221,0.03102866779089376,0.013490725126475547,0.03709949409780776,0.01821247892074199,0.044856661045531196,0.02023608768971332,0.016526138279932545,0.016526138279932545,0.2033726812816189,0.00505902192242833,0.003709949409780776,0.002360876897133221,0.03102866779089376,0.016188870151770656,0.004047217537942664,0.0013490725126475548,0.03035413153456998
04a3601e8b319f740167723a58c488e7,0.020799590827721422,0.03537635325206717,0.051828488619896,0.009589975279174837,0.016068536356661837,0.0023015940670019605,0.01436365186258631,0.055025147046287616,0.020970079277128975,0.0023442161793538487,0.0008950643593896514,0.03200920637626801,0.004091722785781264,0.03333049185917654,0.005583496718097349,0.06150370812377461,0.020586480265961982,0.0467990793623732,0.022163498422981844,0.01986190435597988,0.03217969482567556,0.19235359304407126,0.0072457590998209875,0.007970335009803086,0.005114653482226579,0.029324013298099055,0.01577018157019862,0.008268689796266302,0.002429460404057625,0.027960105702838634
04be1d6fa64adb60a3d2847f4f905ec1,0.02467277213231297,0.03579642872077949,0.05532555513737298,0.008656379375235227,0.022790950529000962,0.004056371011583657,0.007652741186802158,0.053527370049763726,0.02103458369924309,0.0017981850876092503,0.0011709112198385815,0.022665495755446827,0.0030945510810019656,0.03148914816208757,0.006983649061180111,0.05942374440680801,0.021118220214945846,0.05068372851587003,0.013800025090954711,0.026094592899259816,0.024798226905867103,0.2031530966419939,0.0066491029983690875,0.0041400075272864136,0.002341822439677163,0.030025509137289342,0.011332747877723414,0.007067285576882867,0.0011290929619872036,0.026387320704219463
052d07c87f511121889e653d7151e931,0.010526315789473684,0.031578947368421054,0.05263157894736842,0.0,0.031578947368421054,0.0,0.010526315789473684,0.08421052631578947,0.042105263157894736,0.0,0.0,0.021052631578947368,0.010526315789473684,0.021052631578947368,0.0,0.07368421052631578,0.0,0.08421052631578947,0.021052631578947368,0.031578947368421054,0.021052631578947368,0.18947368421052632,0.0,0.0,0.0,0.031578947368421054,0.05263157894736842,0.010526315789473684,0.021052631578947368,0.010526315789473684
