,funct,article,verb,auxverb,social,family,friend,humans,affect,posemo,negemo,anx,anger,past,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,present,percept,see,hear,feel,bio,body,health,sexual,future,ingest,adverb,preps,conj,negate,pronoun,quant,number,swear,relativ,motion,space,time,ppron,work,achieve,leisure,home,money,relig,death,i,assent,nonfl,filler,we,you,shehe,they,ipron
3ff12047a79811f8173da325a27a8b05,28.0,7.0,8.0,3.0,4.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,5.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,8.0,4.0,0.0,6.0,0.0,1.0,0.0,16.0,5.0,6.0,5.0,5.0,3.0,0.0,3.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
40575a04c3175db495a4d89b6860d809,738.0,72.0,196.0,96.0,114.0,0.0,1.0,3.0,126.0,70.0,54.0,2.0,23.0,54.0,15.0,205.0,25.0,13.0,17.0,32.0,30.0,7.0,53.0,37.0,120.0,58.0,8.0,29.0,15.0,48.0,20.0,13.0,10.0,11.0,6.0,80.0,133.0,72.0,24.0,246.0,40.0,8.0,10.0,207.0,30.0,76.0,94.0,168.0,20.0,16.0,43.0,6.0,6.0,3.0,5.0,100.0,6.0,2.0,3.0,8.0,38.0,9.0,13.0,78.0
40773224250799fc22cdcdf2a4d3cc82,3586.0,368.0,945.0,527.0,552.0,12.0,7.0,46.0,463.0,281.0,180.0,26.0,53.0,176.0,55.0,1213.0,213.0,100.0,147.0,188.0,148.0,47.0,258.0,208.0,655.0,184.0,69.0,53.0,43.0,158.0,66.0,45.0,24.0,63.0,26.0,415.0,714.0,388.0,120.0,1051.0,182.0,61.0,13.0,887.0,109.0,331.0,426.0,700.0,110.0,130.0,73.0,27.0,23.0,32.0,17.0,405.0,29.0,21.0,35.0,36.0,174.0,57.0,28.0,351.0
40ae1146f61837373d1cfe1864769da2,193.0,26.0,53.0,33.0,35.0,2.0,4.0,0.0,46.0,28.0,18.0,2.0,5.0,4.0,5.0,60.0,7.0,5.0,10.0,8.0,7.0,4.0,13.0,14.0,37.0,14.0,2.0,3.0,8.0,16.0,10.0,3.0,2.0,6.0,1.0,14.0,33.0,18.0,6.0,64.0,8.0,4.0,0.0,47.0,4.0,14.0,28.0,40.0,3.0,8.0,9.0,1.0,1.0,0.0,0.0,26.0,1.0,0.0,3.0,3.0,11.0,0.0,0.0,24.0
4104c0b8700d519d1661c8a59b065363,2550.0,240.0,631.0,350.0,438.0,8.0,10.0,51.0,363.0,201.0,156.0,14.0,71.0,92.0,34.0,798.0,129.0,89.0,72.0,145.0,74.0,29.0,157.0,177.0,441.0,121.0,53.0,21.0,33.0,125.0,42.0,28.0,37.0,33.0,22.0,289.0,542.0,248.0,74.0,780.0,127.0,32.0,29.0,564.0,58.0,249.0,243.0,520.0,90.0,97.0,65.0,17.0,14.0,18.0,17.0,322.0,35.0,4.0,23.0,24.0,123.0,26.0,25.0,260.0
415395889f8b129403ff5e02cb7eaeb9,4299.0,430.0,1122.0,642.0,841.0,46.0,33.0,80.0,742.0,487.0,250.0,33.0,115.0,274.0,58.0,1192.0,137.0,92.0,158.0,212.0,125.0,43.0,292.0,250.0,713.0,139.0,58.0,35.0,42.0,157.0,51.0,53.0,40.0,68.0,16.0,461.0,962.0,457.0,88.0,1197.0,219.0,49.0,55.0,1063.0,136.0,419.0,471.0,767.0,250.0,193.0,131.0,48.0,35.0,49.0,28.0,352.0,69.0,20.0,28.0,32.0,245.0,92.0,46.0,430.0
41ef345410ba421410cb4d09c331aec3,1381.0,180.0,337.0,212.0,189.0,3.0,6.0,27.0,207.0,126.0,78.0,9.0,32.0,67.0,15.0,358.0,41.0,26.0,41.0,54.0,44.0,17.0,110.0,64.0,238.0,82.0,35.0,13.0,21.0,76.0,28.0,26.0,6.0,13.0,18.0,136.0,349.0,154.0,24.0,298.0,69.0,16.0,11.0,409.0,56.0,157.0,188.0,195.0,27.0,33.0,44.0,32.0,18.0,13.0,7.0,113.0,19.0,6.0,4.0,11.0,39.0,13.0,19.0,103.0
424be1b88f829b3362620e3c395525c7,137.0,11.0,49.0,29.0,48.0,7.0,0.0,7.0,52.0,43.0,9.0,1.0,3.0,8.0,4.0,43.0,3.0,3.0,3.0,7.0,6.0,2.0,11.0,11.0,28.0,15.0,9.0,5.0,1.0,9.0,0.0,3.0,5.0,5.0,1.0,9.0,20.0,12.0,7.0,44.0,4.0,4.0,0.0,37.0,3.0,12.0,22.0,31.0,10.0,5.0,4.0,1.0,2.0,8.0,1.0,13.0,11.0,2.0,0.0,1.0,10.0,4.0,3.0,13.0
427a853f117445bac1468800daeb5133,2256.0,259.0,618.0,338.0,298.0,6.0,6.0,31.0,457.0,215.0,238.0,27.0,154.0,101.0,18.0,672.0,85.0,74.0,64.0,125.0,60.0,31.0,159.0,132.0,410.0,134.0,51.0,32.0,38.0,166.0,59.0,31.0,59.0,34.0,27.0,239.0,468.0,217.0,69.0,640.0,123.0,38.0,126.0,658.0,117.0,259.0,272.0,394.0,50.0,56.0,70.0,14.0,17.0,31.0,8.0,265.0,39.0,8.0,10.0,12.0,74.0,16.0,27.0,246.0
439f3d6687e9826c9f511eb794b7f17a,682.0,84.0,161.0,100.0,115.0,0.0,3.0,11.0,115.0,76.0,37.0,12.0,9.0,22.0,4.0,207.0,30.0,17.0,14.0,38.0,28.0,5.0,52.0,38.0,118.0,45.0,15.0,12.0,15.0,30.0,18.0,6.0,3.0,5.0,3.0,78.0,132.0,70.0,13.0,191.0,35.0,12.0,0.0,175.0,26.0,76.0,70.0,121.0,11.0,14.0,31.0,2.0,0.0,10.0,4.0,54.0,15.0,0.0,6.0,10.0,35.0,2.0,20.0,70.0
43c23fca08e5c0b06069d50e7f9c4fe8,228.0,33.0,64.0,40.0,34.0,6.0,3.0,1.0,42.0,39.0,3.0,0.0,0.0,15.0,2.0,52.0,5.0,6.0,5.0,13.0,8.0,3.0,12.0,6.0,41.0,9.0,5.0,1.0,1.0,12.0,1.0,6.0,2.0,4.0,3.0,17.0,52.0,23.0,3.0,52.0,15.0,3.0,0.0,85.0,12.0,25.0,45.0,29.0,6.0,8.0,10.0,5.0,1.0,1.0,2.0,20.0,2.0,1.0,0.0,0.0,8.0,0.0,1.0,23.0
43ede36bd814501aec0b33b56ec57828,920.0,88.0,262.0,142.0,185.0,3.0,5.0,12.0,132.0,78.0,54.0,3.0,31.0,42.0,13.0,265.0,27.0,40.0,41.0,47.0,18.0,7.0,78.0,39.0,186.0,43.0,11.0,14.0,14.0,68.0,29.0,13.0,14.0,20.0,16.0,69.0,186.0,103.0,41.0,318.0,33.0,7.0,20.0,235.0,44.0,90.0,89.0,228.0,25.0,26.0,27.0,10.0,5.0,8.0,4.0,131.0,9.0,5.0,5.0,9.0,61.0,23.0,4.0,90.0
443d183b31d7edecd34f785cf5235ac3,3338.0,288.0,952.0,505.0,344.0,20.0,7.0,31.0,515.0,302.0,210.0,23.0,81.0,167.0,50.0,1042.0,152.0,93.0,149.0,163.0,80.0,50.0,235.0,206.0,635.0,110.0,35.0,20.0,50.0,223.0,78.0,92.0,30.0,61.0,31.0,372.0,749.0,352.0,107.0,979.0,128.0,24.0,36.0,1063.0,188.0,340.0,509.0,714.0,113.0,145.0,62.0,74.0,36.0,11.0,10.0,544.0,47.0,24.0,24.0,10.0,124.0,19.0,17.0,265.0
4448c6d3a54cb844a6cab83c22023eef,125.0,27.0,27.0,13.0,29.0,9.0,1.0,2.0,11.0,9.0,2.0,0.0,1.0,7.0,1.0,23.0,5.0,1.0,3.0,5.0,1.0,0.0,7.0,3.0,20.0,5.0,3.0,0.0,2.0,7.0,1.0,1.0,2.0,0.0,3.0,6.0,16.0,9.0,13.0,38.0,4.0,2.0,1.0,20.0,3.0,9.0,7.0,31.0,5.0,1.0,2.0,2.0,3.0,2.0,1.0,23.0,2.0,0.0,0.0,0.0,5.0,0.0,3.0,7.0
44567b076b145b79f36d87fcf43996f9,33.0,3.0,10.0,3.0,10.0,1.0,0.0,0.0,6.0,4.0,2.0,1.0,0.0,5.0,1.0,9.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,2.0,0.0,9.0,2.0,0.0,0.0,10.0,1.0,3.0,6.0,6.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0
4570be33e00ca1c1c8313ceaed82aa50,173.0,45.0,35.0,19.0,36.0,13.0,1.0,4.0,42.0,29.0,12.0,1.0,4.0,3.0,3.0,54.0,10.0,4.0,6.0,12.0,3.0,7.0,9.0,12.0,24.0,6.0,5.0,1.0,0.0,18.0,5.0,5.0,11.0,1.0,2.0,10.0,31.0,14.0,1.0,51.0,10.0,1.0,1.0,55.0,8.0,24.0,22.0,36.0,7.0,5.0,11.0,4.0,1.0,9.0,3.0,27.0,8.0,0.0,1.0,0.0,5.0,4.0,0.0,15.0
459fa929adca8ac73521882bedf0fb06,23.0,2.0,7.0,6.0,5.0,1.0,0.0,2.0,7.0,4.0,3.0,0.0,1.0,0.0,2.0,7.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,1.0,9.0,0.0,0.0,0.0,6.0,1.0,2.0,3.0,7.0,4.0,3.0,2.0,1.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
45a4b81bd940ae4657287ca0d447e1d7,100.0,15.0,26.0,19.0,19.0,0.0,0.0,3.0,16.0,10.0,6.0,0.0,4.0,2.0,0.0,28.0,2.0,4.0,2.0,5.0,3.0,3.0,9.0,5.0,13.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,5.0,0.0,8.0,30.0,6.0,0.0,19.0,2.0,2.0,0.0,11.0,3.0,5.0,2.0,11.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,3.0,0.0,2.0,8.0
45c807e50897e7dbe8d3671ea25f5b05,1263.0,116.0,343.0,190.0,118.0,10.0,1.0,10.0,169.0,108.0,58.0,10.0,20.0,72.0,14.0,344.0,44.0,40.0,52.0,60.0,24.0,16.0,78.0,73.0,215.0,73.0,22.0,17.0,28.0,52.0,22.0,19.0,2.0,29.0,9.0,174.0,249.0,125.0,32.0,365.0,49.0,23.0,4.0,360.0,55.0,125.0,177.0,260.0,25.0,28.0,33.0,26.0,6.0,2.0,8.0,211.0,36.0,10.0,15.0,7.0,24.0,4.0,14.0,105.0
465cbf2c85185eb11ee51dcd833ce4ac,698.0,84.0,189.0,96.0,121.0,3.0,7.0,30.0,124.0,84.0,40.0,4.0,23.0,42.0,3.0,206.0,35.0,24.0,13.0,32.0,24.0,7.0,49.0,40.0,130.0,33.0,14.0,5.0,10.0,49.0,21.0,12.0,7.0,5.0,17.0,81.0,149.0,73.0,15.0,194.0,35.0,5.0,12.0,203.0,38.0,74.0,90.0,149.0,34.0,33.0,34.0,16.0,13.0,6.0,1.0,114.0,15.0,1.0,8.0,5.0,22.0,3.0,5.0,45.0
4691e62b992a7de095d57b0030f8535e,757.0,59.0,211.0,129.0,164.0,9.0,8.0,20.0,139.0,90.0,49.0,7.0,15.0,52.0,14.0,195.0,23.0,24.0,16.0,30.0,18.0,10.0,46.0,37.0,128.0,46.0,19.0,8.0,15.0,46.0,23.0,11.0,15.0,14.0,7.0,92.0,143.0,83.0,22.0,252.0,35.0,8.0,1.0,157.0,31.0,59.0,57.0,179.0,14.0,18.0,24.0,6.0,7.0,7.0,0.0,120.0,16.0,2.0,10.0,5.0,49.0,2.0,3.0,73.0
469f30d9f477efe8b6ab1abc1bd8afba,1481.0,160.0,365.0,193.0,296.0,8.0,5.0,20.0,251.0,149.0,102.0,6.0,54.0,68.0,15.0,438.0,61.0,51.0,44.0,73.0,53.0,7.0,100.0,79.0,255.0,100.0,34.0,36.0,23.0,110.0,43.0,35.0,26.0,18.0,11.0,149.0,319.0,126.0,30.0,473.0,82.0,20.0,31.0,388.0,50.0,166.0,153.0,335.0,39.0,37.0,57.0,13.0,16.0,13.0,13.0,190.0,32.0,4.0,18.0,33.0,89.0,11.0,12.0,138.0
46a97cdc0e797c6c9986a392c538e792,32.0,5.0,9.0,3.0,12.0,0.0,0.0,3.0,6.0,4.0,2.0,1.0,1.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,9.0,2.0,0.0,9.0,1.0,0.0,0.0,13.0,4.0,3.0,6.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0
46ab970205f0de6229eefce247d2f8a7,2249.0,296.0,569.0,314.0,320.0,8.0,1.0,37.0,312.0,190.0,122.0,20.0,51.0,126.0,19.0,684.0,111.0,54.0,68.0,107.0,59.0,36.0,155.0,126.0,368.0,127.0,41.0,29.0,34.0,120.0,51.0,28.0,23.0,37.0,20.0,220.0,504.0,250.0,50.0,558.0,118.0,55.0,20.0,622.0,92.0,242.0,274.0,347.0,105.0,71.0,65.0,18.0,12.0,15.0,12.0,201.0,25.0,6.0,28.0,10.0,76.0,45.0,15.0,211.0
46c90105f9f11a67ec76060d15a15f4e,1054.0,115.0,285.0,143.0,279.0,3.0,4.0,28.0,192.0,136.0,54.0,6.0,17.0,31.0,21.0,329.0,47.0,42.0,32.0,50.0,46.0,10.0,50.0,65.0,219.0,49.0,18.0,15.0,15.0,83.0,20.0,16.0,46.0,15.0,1.0,88.0,199.0,107.0,34.0,337.0,65.0,22.0,4.0,236.0,29.0,90.0,106.0,236.0,7.0,22.0,6.0,1.0,4.0,3.0,9.0,105.0,1.0,0.0,4.0,13.0,95.0,6.0,17.0,101.0
46f530b1841262656c27620a20257993,1826.0,251.0,541.0,296.0,219.0,14.0,5.0,21.0,313.0,163.0,150.0,14.0,95.0,109.0,26.0,516.0,48.0,41.0,88.0,75.0,45.0,34.0,120.0,103.0,356.0,114.0,36.0,37.0,35.0,175.0,69.0,35.0,58.0,40.0,22.0,154.0,411.0,158.0,42.0,443.0,81.0,44.0,74.0,517.0,85.0,164.0,255.0,333.0,56.0,63.0,89.0,21.0,38.0,31.0,20.0,225.0,27.0,3.0,11.0,7.0,51.0,32.0,18.0,110.0
4717ae67c4c469d13ab7d7fa53a4d632,7981.0,663.0,2053.0,970.0,1546.0,16.0,40.0,163.0,1148.0,692.0,448.0,38.0,174.0,425.0,112.0,2512.0,341.0,208.0,294.0,293.0,331.0,82.0,690.0,411.0,1296.0,317.0,122.0,90.0,94.0,450.0,147.0,65.0,195.0,100.0,50.0,766.0,1502.0,847.0,224.0,2885.0,374.0,99.0,95.0,2035.0,269.0,704.0,1003.0,2126.0,145.0,245.0,146.0,62.0,47.0,62.0,16.0,1245.0,97.0,18.0,65.0,97.0,668.0,90.0,26.0,759.0
47182dae9408e2c9990e7ba8f7519cb0,115.0,24.0,25.0,13.0,19.0,2.0,0.0,2.0,18.0,9.0,9.0,0.0,5.0,7.0,3.0,27.0,3.0,1.0,6.0,11.0,2.0,2.0,4.0,7.0,14.0,4.0,2.0,0.0,2.0,8.0,0.0,3.0,0.0,4.0,5.0,7.0,27.0,18.0,3.0,27.0,4.0,0.0,1.0,37.0,7.0,18.0,10.0,12.0,5.0,8.0,14.0,0.0,5.0,0.0,1.0,7.0,2.0,3.0,1.0,0.0,4.0,0.0,1.0,15.0
474e446425a247a5f09da72830cd2990,198.0,22.0,56.0,22.0,54.0,1.0,2.0,6.0,44.0,31.0,13.0,1.0,9.0,8.0,3.0,63.0,9.0,8.0,12.0,16.0,6.0,2.0,11.0,8.0,43.0,6.0,3.0,1.0,0.0,12.0,7.0,2.0,3.0,2.0,0.0,18.0,39.0,21.0,3.0,66.0,14.0,4.0,8.0,55.0,6.0,22.0,26.0,43.0,20.0,8.0,3.0,1.0,2.0,1.0,0.0,14.0,1.0,0.0,4.0,3.0,24.0,0.0,2.0,23.0
4764518d32334248e6ebbf681a18fd0c,6280.0,718.0,1482.0,796.0,759.0,33.0,6.0,94.0,814.0,488.0,316.0,46.0,113.0,334.0,76.0,1725.0,221.0,149.0,184.0,294.0,178.0,71.0,434.0,291.0,957.0,258.0,122.0,64.0,53.0,273.0,82.0,97.0,46.0,55.0,55.0,583.0,1681.0,576.0,128.0,1622.0,276.0,148.0,50.0,1976.0,265.0,750.0,932.0,1056.0,519.0,211.0,205.0,77.0,82.0,51.0,33.0,783.0,61.0,36.0,42.0,32.0,166.0,32.0,43.0,566.0
478b92a554c6ef2c8c9a4bfba3a9886b,1704.0,202.0,403.0,176.0,316.0,12.0,5.0,44.0,371.0,184.0,183.0,12.0,132.0,85.0,13.0,525.0,53.0,43.0,49.0,76.0,60.0,21.0,164.0,94.0,289.0,112.0,49.0,30.0,31.0,174.0,74.0,22.0,74.0,9.0,12.0,162.0,391.0,179.0,50.0,532.0,77.0,15.0,107.0,511.0,73.0,211.0,205.0,379.0,28.0,42.0,51.0,5.0,7.0,12.0,30.0,232.0,39.0,4.0,23.0,20.0,95.0,20.0,12.0,153.0
47f5a07710791c42be7e23e5b99f5ef6,124.0,16.0,42.0,17.0,24.0,0.0,2.0,1.0,23.0,15.0,8.0,1.0,4.0,11.0,0.0,30.0,4.0,7.0,4.0,5.0,1.0,0.0,6.0,6.0,27.0,10.0,1.0,4.0,3.0,12.0,9.0,0.0,3.0,1.0,0.0,16.0,21.0,12.0,4.0,41.0,2.0,1.0,1.0,41.0,8.0,15.0,17.0,31.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,21.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,10.0
47fd47e0f55e599821bed164a56433f9,423.0,62.0,96.0,60.0,65.0,1.0,2.0,10.0,79.0,57.0,22.0,3.0,7.0,14.0,10.0,133.0,24.0,11.0,9.0,16.0,22.0,7.0,28.0,19.0,63.0,27.0,4.0,8.0,14.0,23.0,11.0,12.0,0.0,5.0,0.0,37.0,104.0,36.0,10.0,106.0,19.0,4.0,1.0,114.0,14.0,45.0,51.0,65.0,20.0,27.0,6.0,1.0,6.0,4.0,1.0,37.0,4.0,0.0,8.0,9.0,12.0,2.0,5.0,41.0
48de9dbe98d2d1faee6128b9cdbce903,742.0,84.0,218.0,128.0,100.0,11.0,2.0,13.0,129.0,86.0,41.0,5.0,14.0,26.0,12.0,212.0,27.0,20.0,29.0,36.0,29.0,7.0,42.0,38.0,163.0,55.0,22.0,10.0,18.0,48.0,14.0,16.0,9.0,10.0,9.0,82.0,146.0,58.0,31.0,196.0,38.0,7.0,2.0,166.0,36.0,54.0,75.0,146.0,6.0,16.0,35.0,2.0,3.0,6.0,17.0,113.0,15.0,6.0,5.0,4.0,18.0,5.0,6.0,50.0
4908adae6cf09defb838925defcc5e61,5767.0,562.0,1555.0,755.0,943.0,32.0,20.0,86.0,975.0,563.0,399.0,37.0,207.0,302.0,79.0,1778.0,228.0,138.0,190.0,291.0,120.0,48.0,557.0,321.0,1039.0,337.0,144.0,70.0,92.0,558.0,165.0,86.0,197.0,75.0,137.0,621.0,1248.0,642.0,156.0,1802.0,276.0,49.0,156.0,1597.0,224.0,612.0,733.0,1344.0,101.0,111.0,169.0,70.0,36.0,42.0,24.0,860.0,116.0,37.0,74.0,66.0,348.0,49.0,21.0,458.0
496a86771da1e30f0892e489cd2f7b36,177.0,46.0,30.0,16.0,30.0,5.0,1.0,0.0,27.0,14.0,13.0,2.0,8.0,6.0,2.0,30.0,6.0,1.0,1.0,3.0,4.0,1.0,9.0,3.0,23.0,11.0,6.0,2.0,4.0,12.0,6.0,2.0,4.0,1.0,0.0,8.0,23.0,13.0,18.0,53.0,3.0,3.0,1.0,31.0,4.0,10.0,17.0,47.0,9.0,7.0,9.0,3.0,1.0,2.0,3.0,32.0,1.0,0.0,2.0,0.0,12.0,3.0,0.0,6.0
4987f852de2479dffbc7fc1e75668388,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498f553bf758b61c8102b766c94fcd65,2603.0,280.0,689.0,443.0,299.0,8.0,20.0,29.0,398.0,286.0,110.0,21.0,47.0,153.0,25.0,710.0,82.0,55.0,62.0,118.0,85.0,22.0,226.0,119.0,419.0,135.0,50.0,31.0,29.0,166.0,57.0,38.0,26.0,55.0,51.0,214.0,588.0,288.0,54.0,742.0,136.0,20.0,28.0,651.0,91.0,260.0,300.0,503.0,90.0,82.0,76.0,25.0,27.0,62.0,18.0,388.0,39.0,7.0,8.0,23.0,59.0,25.0,8.0,239.0
49ce6d817f587b0e45d6089d25e555b6,1177.0,190.0,272.0,171.0,71.0,3.0,3.0,2.0,137.0,82.0,51.0,6.0,22.0,59.0,6.0,337.0,37.0,27.0,35.0,68.0,33.0,8.0,78.0,72.0,154.0,51.0,18.0,17.0,12.0,62.0,35.0,13.0,3.0,32.0,14.0,116.0,287.0,109.0,38.0,249.0,56.0,14.0,14.0,372.0,49.0,139.0,174.0,134.0,32.0,25.0,72.0,10.0,4.0,9.0,5.0,114.0,8.0,7.0,8.0,1.0,3.0,8.0,8.0,115.0
49fb9fce8f4dc022318b8cd432aad8b6,1472.0,140.0,428.0,220.0,365.0,27.0,19.0,32.0,349.0,221.0,128.0,14.0,45.0,68.0,38.0,488.0,68.0,60.0,58.0,83.0,53.0,19.0,88.0,95.0,315.0,92.0,24.0,17.0,23.0,160.0,34.0,40.0,67.0,22.0,23.0,99.0,318.0,160.0,77.0,410.0,102.0,29.0,3.0,360.0,47.0,140.0,164.0,280.0,62.0,48.0,40.0,6.0,17.0,20.0,3.0,153.0,14.0,3.0,8.0,32.0,68.0,15.0,12.0,130.0
4a39439a0bd75630a33bfad56846740a,65.0,9.0,11.0,5.0,12.0,0.0,0.0,0.0,10.0,6.0,4.0,1.0,2.0,3.0,0.0,17.0,0.0,3.0,2.0,0.0,1.0,1.0,7.0,3.0,7.0,3.0,0.0,1.0,1.0,5.0,0.0,0.0,3.0,2.0,2.0,9.0,18.0,3.0,1.0,19.0,2.0,1.0,1.0,10.0,0.0,8.0,2.0,16.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,4.0,2.0,1.0,3.0
4ac5360d1199e602f099b3dd874490de,253.0,41.0,66.0,38.0,32.0,2.0,0.0,8.0,39.0,27.0,12.0,1.0,2.0,28.0,2.0,70.0,11.0,5.0,10.0,12.0,9.0,3.0,15.0,11.0,31.0,14.0,5.0,5.0,4.0,5.0,1.0,2.0,0.0,4.0,2.0,32.0,53.0,22.0,7.0,57.0,10.0,5.0,0.0,82.0,11.0,34.0,35.0,29.0,8.0,11.0,3.0,3.0,1.0,1.0,0.0,18.0,8.0,4.0,3.0,7.0,4.0,0.0,0.0,28.0
4b026d0d25fb64aeb2d3882edecbbfc2,1956.0,225.0,527.0,320.0,281.0,7.0,4.0,31.0,240.0,139.0,97.0,9.0,48.0,78.0,27.0,633.0,108.0,60.0,58.0,102.0,66.0,37.0,152.0,92.0,381.0,90.0,28.0,18.0,37.0,123.0,51.0,49.0,10.0,35.0,15.0,195.0,440.0,200.0,72.0,494.0,101.0,20.0,12.0,628.0,93.0,227.0,297.0,308.0,68.0,72.0,51.0,15.0,19.0,16.0,21.0,173.0,35.0,7.0,17.0,29.0,61.0,32.0,13.0,186.0
4b1c871ad361b9110af86edd61511c8f,3583.0,323.0,997.0,513.0,692.0,35.0,18.0,63.0,563.0,354.0,204.0,16.0,84.0,153.0,36.0,1064.0,144.0,110.0,145.0,150.0,81.0,51.0,225.0,231.0,737.0,153.0,45.0,58.0,47.0,230.0,96.0,48.0,69.0,29.0,31.0,397.0,685.0,351.0,151.0,1253.0,163.0,49.0,52.0,988.0,141.0,388.0,432.0,912.0,54.0,91.0,55.0,46.0,53.0,24.0,14.0,544.0,75.0,10.0,41.0,46.0,226.0,60.0,36.0,341.0
4be6217ef2c073dc3ba11806df290884,3395.0,328.0,953.0,561.0,607.0,20.0,12.0,61.0,564.0,313.0,247.0,22.0,103.0,156.0,54.0,959.0,119.0,123.0,126.0,149.0,104.0,46.0,199.0,165.0,653.0,155.0,85.0,32.0,32.0,139.0,53.0,32.0,48.0,63.0,10.0,351.0,612.0,311.0,146.0,1195.0,130.0,31.0,27.0,750.0,119.0,278.0,337.0,881.0,101.0,101.0,74.0,24.0,35.0,24.0,23.0,559.0,57.0,7.0,28.0,43.0,221.0,36.0,22.0,314.0
4c4c4d5183d8541f100526a6aaaf0e43,11010.0,1024.0,2657.0,1368.0,1482.0,76.0,44.0,112.0,1526.0,1080.0,428.0,44.0,131.0,583.0,125.0,3047.0,360.0,292.0,370.0,509.0,326.0,110.0,837.0,434.0,1693.0,508.0,200.0,199.0,98.0,447.0,186.0,89.0,88.0,136.0,92.0,1232.0,2689.0,1111.0,184.0,3076.0,592.0,264.0,46.0,3878.0,549.0,1223.0,2026.0,2211.0,706.0,412.0,659.0,248.0,111.0,97.0,27.0,1603.0,175.0,57.0,107.0,88.0,345.0,80.0,95.0,865.0
4ce9def8e9be3c42ebb9833c9d0c47c3,4057.0,351.0,1037.0,496.0,757.0,41.0,15.0,59.0,652.0,394.0,255.0,20.0,118.0,257.0,53.0,1105.0,142.0,104.0,117.0,207.0,98.0,50.0,262.0,205.0,667.0,288.0,107.0,88.0,80.0,309.0,143.0,80.0,54.0,35.0,43.0,519.0,860.0,376.0,57.0,1304.0,165.0,78.0,85.0,1277.0,151.0,523.0,548.0,885.0,131.0,102.0,187.0,87.0,20.0,27.0,39.0,575.0,117.0,78.0,50.0,24.0,223.0,42.0,21.0,419.0
4d121f5120ef7322545d7a6f80e62ade,52.0,7.0,16.0,8.0,5.0,0.0,0.0,1.0,8.0,4.0,4.0,0.0,3.0,5.0,0.0,18.0,0.0,6.0,1.0,2.0,1.0,1.0,3.0,3.0,10.0,1.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,3.0,12.0,3.0,1.0,14.0,4.0,1.0,0.0,15.0,0.0,5.0,8.0,11.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
4d227fb7eb998b2c8f12a4f1a10fa07e,6.0,0.0,4.0,2.0,5.0,0.0,0.0,5.0,7.0,4.0,3.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
